BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Title,Description,RDataClass,DispatchClass,ResourceName
3.4,FungiDB-28_Rdelemar_RA99-880,GFF,http://FungiDB.org/common/downloads/Current_Release/Rdelemar_RA99-880/gff/data/FungiDB-28_Rdelemar_RA99-880.gff,28,Rhizopus delemar RA 99-880,246409,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Rhizopus delemar RA 99-880,FungiDB 28 transcript information for Rhizopus delemar RA 99-880,GRanges,GRanges,FungiDB-28_Rdelemar_RA99-880.rda
3.4,FungiDB-28_Scerevisiae_S288c,GFF,http://FungiDB.org/common/downloads/Current_Release/Scerevisiae_S288c/gff/data/FungiDB-28_Scerevisiae_S288c.gff,28,Saccharomyces cerevisiae S288c,559292,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Saccharomyces cerevisiae S288c,FungiDB 28 transcript information for Saccharomyces cerevisiae S288c,GRanges,GRanges,FungiDB-28_Scerevisiae_S288c.rda
3.4,FungiDB-28_Sdiclina_VS20,GFF,http://FungiDB.org/common/downloads/Current_Release/Sdiclina_VS20/gff/data/FungiDB-28_Sdiclina_VS20.gff,28,Saprolegnia diclina VS20,1156394,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Saprolegnia diclina VS20,FungiDB 28 transcript information for Saprolegnia diclina VS20,GRanges,GRanges,FungiDB-28_Sdiclina_VS20.rda
3.4,FungiDB-28_Sjaponicus_yFS275,GFF,http://FungiDB.org/common/downloads/Current_Release/Sjaponicus_yFS275/gff/data/FungiDB-28_Sjaponicus_yFS275.gff,28,Schizosaccharomyces japonicus yFS275,402676,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Schizosaccharomyces japonicus yFS275,FungiDB 28 transcript information for Schizosaccharomyces japonicus yFS275,GRanges,GRanges,FungiDB-28_Sjaponicus_yFS275.rda
3.4,FungiDB-28_Smacrospora_k-hell,GFF,http://FungiDB.org/common/downloads/Current_Release/Smacrospora_k-hell/gff/data/FungiDB-28_Smacrospora_k-hell.gff,28,Sordaria macrospora k-hell,771870,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Sordaria macrospora k-hell,FungiDB 28 transcript information for Sordaria macrospora k-hell,GRanges,GRanges,FungiDB-28_Smacrospora_k-hell.rda
3.4,FungiDB-28_Soctosporus_yFS286,GFF,http://FungiDB.org/common/downloads/Current_Release/Soctosporus_yFS286/gff/data/FungiDB-28_Soctosporus_yFS286.gff,28,Schizosaccharomyces octosporus yFS286,483514,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Schizosaccharomyces octosporus yFS286,FungiDB 28 transcript information for Schizosaccharomyces octosporus yFS286,GRanges,GRanges,FungiDB-28_Soctosporus_yFS286.rda
3.4,FungiDB-28_Sparasitica_CBS223-65,GFF,http://FungiDB.org/common/downloads/Current_Release/Sparasitica_CBS223-65/gff/data/FungiDB-28_Sparasitica_CBS223-65.gff,28,Saprolegnia parasitica CBS 223.65,695850,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Saprolegnia parasitica CBS 223.65,FungiDB 28 transcript information for Saprolegnia parasitica CBS 223.65,GRanges,GRanges,FungiDB-28_Sparasitica_CBS223-65.rda
3.4,FungiDB-28_Spombe_972h-,GFF,http://FungiDB.org/common/downloads/Current_Release/Spombe_972h-/gff/data/FungiDB-28_Spombe_972h-.gff,28,Schizosaccharomyces pombe 972h-,284812,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Schizosaccharomyces pombe 972h-,FungiDB 28 transcript information for Schizosaccharomyces pombe 972h-,GRanges,GRanges,FungiDB-28_Spombe_972h-.rda
3.4,FungiDB-28_Spunctatus_DAOMBR117,GFF,http://FungiDB.org/common/downloads/Current_Release/Spunctatus_DAOMBR117/gff/data/FungiDB-28_Spunctatus_DAOMBR117.gff,28,Spizellomyces punctatus DAOM BR117,645134,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Spizellomyces punctatus DAOM BR117,FungiDB 28 transcript information for Spizellomyces punctatus DAOM BR117,GRanges,GRanges,FungiDB-28_Spunctatus_DAOMBR117.rda
3.4,FungiDB-28_Sreilianum_SRZ2,GFF,http://FungiDB.org/common/downloads/Current_Release/Sreilianum_SRZ2/gff/data/FungiDB-28_Sreilianum_SRZ2.gff,28,Sporisorium reilianum SRZ2,999809,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Sporisorium reilianum SRZ2,FungiDB 28 transcript information for Sporisorium reilianum SRZ2,GRanges,GRanges,FungiDB-28_Sreilianum_SRZ2.rda
3.4,FungiDB-28_Ssclerotiorum_1980UF-70,GFF,http://FungiDB.org/common/downloads/Current_Release/Ssclerotiorum_1980UF-70/gff/data/FungiDB-28_Ssclerotiorum_1980UF-70.gff,28,Sclerotinia sclerotiorum 1980 UF-70,665079,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Sclerotinia sclerotiorum 1980 UF-70,FungiDB 28 transcript information for Sclerotinia sclerotiorum 1980 UF-70,GRanges,GRanges,FungiDB-28_Ssclerotiorum_1980UF-70.rda
3.4,FungiDB-28_Tmarneffei_ATCC18224,GFF,http://FungiDB.org/common/downloads/Current_Release/Tmarneffei_ATCC18224/gff/data/FungiDB-28_Tmarneffei_ATCC18224.gff,28,Talaromyces marneffei ATCC 18224,441960,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Talaromyces marneffei ATCC 18224,FungiDB 28 transcript information for Talaromyces marneffei ATCC 18224,GRanges,GRanges,FungiDB-28_Tmarneffei_ATCC18224.rda
3.4,FungiDB-28_Tmesenterica_DSM1558,GFF,http://FungiDB.org/common/downloads/Current_Release/Tmesenterica_DSM1558/gff/data/FungiDB-28_Tmesenterica_DSM1558.gff,28,Tremella mesenterica DSM 1558,578456,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Tremella mesenterica DSM 1558,FungiDB 28 transcript information for Tremella mesenterica DSM 1558,GRanges,GRanges,FungiDB-28_Tmesenterica_DSM1558.rda
3.4,FungiDB-28_Treesei_QM6a,GFF,http://FungiDB.org/common/downloads/Current_Release/Treesei_QM6a/gff/data/FungiDB-28_Treesei_QM6a.gff,28,Trichoderma reesei QM6a,431241,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Trichoderma reesei QM6a,FungiDB 28 transcript information for Trichoderma reesei QM6a,GRanges,GRanges,FungiDB-28_Treesei_QM6a.rda
3.4,FungiDB-28_Tstipitatus_ATCC10500,GFF,http://FungiDB.org/common/downloads/Current_Release/Tstipitatus_ATCC10500/gff/data/FungiDB-28_Tstipitatus_ATCC10500.gff,28,Talaromyces stipitatus ATCC 10500,441959,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Talaromyces stipitatus ATCC 10500,FungiDB 28 transcript information for Talaromyces stipitatus ATCC 10500,GRanges,GRanges,FungiDB-28_Tstipitatus_ATCC10500.rda
3.4,FungiDB-28_Umaydis_521,GFF,http://FungiDB.org/common/downloads/Current_Release/Umaydis_521/gff/data/FungiDB-28_Umaydis_521.gff,28,Ustilago maydis 521,237631,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Ustilago maydis 521,FungiDB 28 transcript information for Ustilago maydis 521,GRanges,GRanges,FungiDB-28_Umaydis_521.rda
3.4,FungiDB-28_Ylipolytica_CLIB122,GFF,http://FungiDB.org/common/downloads/Current_Release/Ylipolytica_CLIB122/gff/data/FungiDB-28_Ylipolytica_CLIB122.gff,28,Yarrowia lipolytica CLIB122,284591,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Yarrowia lipolytica CLIB122,FungiDB 28 transcript information for Yarrowia lipolytica CLIB122,GRanges,GRanges,FungiDB-28_Ylipolytica_CLIB122.rda
3.4,MicrosporidiaDB-28_AalgeraePRA109,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/AalgeraePRA109/gff/data/MicrosporidiaDB-28_AalgeraePRA109.gff,28,Anncaliia algerae PRA109,1240240,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Anncaliia algerae PRA109,MicrosporidiaDB 28 transcript information for Anncaliia algerae PRA109,GRanges,GRanges,MicrosporidiaDB-28_AalgeraePRA109.rda
3.4,MicrosporidiaDB-28_AalgeraePRA339,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/AalgeraePRA339/gff/data/MicrosporidiaDB-28_AalgeraePRA339.gff,28,Anncaliia algerae PRA339,1288291,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Anncaliia algerae PRA339,MicrosporidiaDB 28 transcript information for Anncaliia algerae PRA339,GRanges,GRanges,MicrosporidiaDB-28_AalgeraePRA339.rda
3.4,AmoebaDB-28_AcastellaniiNeff,GFF,http://AmoebaDB.org/common/downloads/Current_Release/AcastellaniiNeff/gff/data/AmoebaDB-28_AcastellaniiNeff.gff,28,Acanthamoeba castellanii str. Neff,1257118,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Acanthamoeba castellanii str. Neff,AmoebaDB 28 transcript information for Acanthamoeba castellanii str. Neff,GRanges,GRanges,AmoebaDB-28_AcastellaniiNeff.rda
3.4,PiroplasmaDB-28_BbovisT2Bo,GFF,http://PiroplasmaDB.org/common/downloads/Current_Release/BbovisT2Bo/gff/data/PiroplasmaDB-28_BbovisT2Bo.gff,28,Babesia bovis T2Bo,484906,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Babesia bovis T2Bo,PiroplasmaDB 28 transcript information for Babesia bovis T2Bo,GRanges,GRanges,PiroplasmaDB-28_BbovisT2Bo.rda
3.4,PiroplasmaDB-28_BmicrotiRI,GFF,http://PiroplasmaDB.org/common/downloads/Current_Release/BmicrotiRI/gff/data/PiroplasmaDB-28_BmicrotiRI.gff,28,Babesia microti strain RI,1133968,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Babesia microti strain RI,PiroplasmaDB 28 transcript information for Babesia microti strain RI,GRanges,GRanges,PiroplasmaDB-28_BmicrotiRI.rda
3.4,CryptoDB-28_ChominisTU502,GFF,http://CryptoDB.org/common/downloads/Current_Release/ChominisTU502/gff/data/CryptoDB-28_ChominisTU502.gff,28,Cryptosporidium hominis TU502,353151,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptosporidium hominis TU502,CryptoDB 28 transcript information for Cryptosporidium hominis TU502,GRanges,GRanges,CryptoDB-28_ChominisTU502.rda
3.4,CryptoDB-28_CmurisRN66,GFF,http://CryptoDB.org/common/downloads/Current_Release/CmurisRN66/gff/data/CryptoDB-28_CmurisRN66.gff,28,Cryptosporidium muris RN66,441375,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptosporidium muris RN66,CryptoDB 28 transcript information for Cryptosporidium muris RN66,GRanges,GRanges,CryptoDB-28_CmurisRN66.rda
3.4,CryptoDB-28_CparvumIowaII,GFF,http://CryptoDB.org/common/downloads/Current_Release/CparvumIowaII/gff/data/CryptoDB-28_CparvumIowaII.gff,28,Cryptosporidium parvum Iowa II,353152,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptosporidium parvum Iowa II,CryptoDB 28 transcript information for Cryptosporidium parvum Iowa II,GRanges,GRanges,CryptoDB-28_CparvumIowaII.rda
3.4,CryptoDB-28_CveliaCCMP2878,GFF,http://CryptoDB.org/common/downloads/Current_Release/CveliaCCMP2878/gff/data/CryptoDB-28_CveliaCCMP2878.gff,28,Chromera velia CCMP2878,1169474,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Chromera velia CCMP2878,CryptoDB 28 transcript information for Chromera velia CCMP2878,GRanges,GRanges,CryptoDB-28_CveliaCCMP2878.rda
3.4,MicrosporidiaDB-28_EaedisUSNM41457,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EaedisUSNM41457/gff/data/MicrosporidiaDB-28_EaedisUSNM41457.gff,28,Edhazardia aedis USNM 41457,1003232,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Edhazardia aedis USNM 41457,MicrosporidiaDB 28 transcript information for Edhazardia aedis USNM 41457,GRanges,GRanges,MicrosporidiaDB-28_EaedisUSNM41457.rda
3.4,MicrosporidiaDB-28_EbieneusiH348,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EbieneusiH348/gff/data/MicrosporidiaDB-28_EbieneusiH348.gff,28,Enterocytozoon bieneusi H348,481877,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Enterocytozoon bieneusi H348,MicrosporidiaDB 28 transcript information for Enterocytozoon bieneusi H348,GRanges,GRanges,MicrosporidiaDB-28_EbieneusiH348.rda
3.4,MicrosporidiaDB-28_EcuniculiEC1,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EcuniculiEC1/gff/data/MicrosporidiaDB-28_EcuniculiEC1.gff,28,Encephalitozoon cuniculi EC1,986730,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Encephalitozoon cuniculi EC1,MicrosporidiaDB 28 transcript information for Encephalitozoon cuniculi EC1,GRanges,GRanges,MicrosporidiaDB-28_EcuniculiEC1.rda
3.4,MicrosporidiaDB-28_EcuniculiEC2,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EcuniculiEC2/gff/data/MicrosporidiaDB-28_EcuniculiEC2.gff,28,Encephalitozoon cuniculi EC2,989654,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Encephalitozoon cuniculi EC2,MicrosporidiaDB 28 transcript information for Encephalitozoon cuniculi EC2,GRanges,GRanges,MicrosporidiaDB-28_EcuniculiEC2.rda
3.4,MicrosporidiaDB-28_EcuniculiEC3,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EcuniculiEC3/gff/data/MicrosporidiaDB-28_EcuniculiEC3.gff,28,Encephalitozoon cuniculi EC3,989655,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Encephalitozoon cuniculi EC3,MicrosporidiaDB 28 transcript information for Encephalitozoon cuniculi EC3,GRanges,GRanges,MicrosporidiaDB-28_EcuniculiEC3.rda
3.4,MicrosporidiaDB-28_EcuniculiGBM1,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EcuniculiGBM1/gff/data/MicrosporidiaDB-28_EcuniculiGBM1.gff,28,Encephalitozoon cuniculi GB-M1,284813,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Encephalitozoon cuniculi GB-M1,MicrosporidiaDB 28 transcript information for Encephalitozoon cuniculi GB-M1,GRanges,GRanges,MicrosporidiaDB-28_EcuniculiGBM1.rda
3.4,AmoebaDB-28_EdisparSAW760,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EdisparSAW760/gff/data/AmoebaDB-28_EdisparSAW760.gff,28,Entamoeba dispar SAW760,370354,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba dispar SAW760,AmoebaDB 28 transcript information for Entamoeba dispar SAW760,GRanges,GRanges,AmoebaDB-28_EdisparSAW760.rda
3.4,MicrosporidiaDB-28_EhellemATCC50504,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EhellemATCC50504/gff/data/MicrosporidiaDB-28_EhellemATCC50504.gff,28,Encephalitozoon hellem ATCC 50504,907965,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Encephalitozoon hellem ATCC 50504,MicrosporidiaDB 28 transcript information for Encephalitozoon hellem ATCC 50504,GRanges,GRanges,MicrosporidiaDB-28_EhellemATCC50504.rda
3.4,AmoebaDB-28_EhistolyticaHM1IMSS,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaHM1IMSS/gff/data/AmoebaDB-28_EhistolyticaHM1IMSS.gff,28,Entamoeba histolytica HM-1:IMSS,294381,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba histolytica HM-1:IMSS,AmoebaDB 28 transcript information for Entamoeba histolytica HM-1:IMSS,GRanges,GRanges,AmoebaDB-28_EhistolyticaHM1IMSS.rda
3.4,AmoebaDB-28_EhistolyticaHM1IMSS-A,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaHM1IMSS-A/gff/data/AmoebaDB-28_EhistolyticaHM1IMSS-A.gff,28,Entamoeba histolytica HM-1:IMSS-A,885318,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba histolytica HM-1:IMSS-A,AmoebaDB 28 transcript information for Entamoeba histolytica HM-1:IMSS-A,GRanges,GRanges,AmoebaDB-28_EhistolyticaHM1IMSS-A.rda
3.4,AmoebaDB-28_EhistolyticaHM1IMSS-B,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaHM1IMSS-B/gff/data/AmoebaDB-28_EhistolyticaHM1IMSS-B.gff,28,Entamoeba histolytica HM-1:IMSS-B,885319,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba histolytica HM-1:IMSS-B,AmoebaDB 28 transcript information for Entamoeba histolytica HM-1:IMSS-B,GRanges,GRanges,AmoebaDB-28_EhistolyticaHM1IMSS-B.rda
3.4,AmoebaDB-28_EhistolyticaHM3IMSS,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaHM3IMSS/gff/data/AmoebaDB-28_EhistolyticaHM3IMSS.gff,28,Entamoeba histolytica HM-3:IMSS,885315,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba histolytica HM-3:IMSS,AmoebaDB 28 transcript information for Entamoeba histolytica HM-3:IMSS,GRanges,GRanges,AmoebaDB-28_EhistolyticaHM3IMSS.rda
3.4,AmoebaDB-28_EhistolyticaKU27,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaKU27/gff/data/AmoebaDB-28_EhistolyticaKU27.gff,28,Entamoeba histolytica KU27,885311,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba histolytica KU27,AmoebaDB 28 transcript information for Entamoeba histolytica KU27,GRanges,GRanges,AmoebaDB-28_EhistolyticaKU27.rda
3.4,MicrosporidiaDB-28_EintestinalisATCC50506,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EintestinalisATCC50506/gff/data/MicrosporidiaDB-28_EintestinalisATCC50506.gff,28,Encephalitozoon intestinalis ATCC 50506,876142,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Encephalitozoon intestinalis ATCC 50506,MicrosporidiaDB 28 transcript information for Encephalitozoon intestinalis ATCC 50506,GRanges,GRanges,MicrosporidiaDB-28_EintestinalisATCC50506.rda
3.4,AmoebaDB-28_EinvadensIP1,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EinvadensIP1/gff/data/AmoebaDB-28_EinvadensIP1.gff,28,Entamoeba invadens IP1,370355,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba invadens IP1,AmoebaDB 28 transcript information for Entamoeba invadens IP1,GRanges,GRanges,AmoebaDB-28_EinvadensIP1.rda
3.4,AmoebaDB-28_EnuttalliP19,GFF,http://AmoebaDB.org/common/downloads/Current_Release/EnuttalliP19/gff/data/AmoebaDB-28_EnuttalliP19.gff,28,Entamoeba nuttalli P19,1076696,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Entamoeba nuttalli P19,AmoebaDB 28 transcript information for Entamoeba nuttalli P19,GRanges,GRanges,AmoebaDB-28_EnuttalliP19.rda
3.4,MicrosporidiaDB-28_EromaleaeSJ2008,GFF,http://MicrosporidiaDB.org/common/downloads/Current_Release/EromaleaeSJ2008/gff/data/MicrosporidiaDB-28_EromaleaeSJ2008.gff,28,Encephalitozoon romaleae SJ-2008,1178016,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Encephalitozoon romaleae SJ-2008,MicrosporidiaDB 28 transcript information for Encephalitozoon romaleae SJ-2008,GRanges,GRanges,MicrosporidiaDB-28_EromaleaeSJ2008.rda
3.4,ToxoDB-28_EtenellaHoughton,GFF,http://ToxoDB.org/common/downloads/Current_Release/EtenellaHoughton/gff/data/ToxoDB-28_EtenellaHoughton.gff,28,Eimeria tenella strain Houghton,413949,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Eimeria tenella strain Houghton,ToxoDB 28 transcript information for Eimeria tenella strain Houghton,GRanges,GRanges,ToxoDB-28_EtenellaHoughton.rda
3.4,GiardiaDB-28_GintestinalisAssemblageA,GFF,http://GiardiaDB.org/common/downloads/Current_Release/GintestinalisAssemblageA/gff/data/GiardiaDB-28_GintestinalisAssemblageA.gff,28,Giardia Assemblage A isolate WB,184922,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Giardia Assemblage A isolate WB,GiardiaDB 28 transcript information for Giardia Assemblage A isolate WB,GRanges,GRanges,GiardiaDB-28_GintestinalisAssemblageA.rda
3.4,GiardiaDB-28_GintestinalisAssemblageB,GFF,http://GiardiaDB.org/common/downloads/Current_Release/GintestinalisAssemblageB/gff/data/GiardiaDB-28_GintestinalisAssemblageB.gff,28,Giardia Assemblage B isolate GS,598745,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Giardia Assemblage B isolate GS,GiardiaDB 28 transcript information for Giardia Assemblage B isolate GS,GRanges,GRanges,GiardiaDB-28_GintestinalisAssemblageB.rda
3.4,GiardiaDB-28_GintestinalisAssemblageE,GFF,http://GiardiaDB.org/common/downloads/Current_Release/GintestinalisAssemblageE/gff/data/GiardiaDB-28_GintestinalisAssemblageE.gff,28,Giardia Assemblage E isolate P15,658858,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Giardia Assemblage E isolate P15,GiardiaDB 28 transcript information for Giardia Assemblage E isolate P15,GRanges,GRanges,GiardiaDB-28_GintestinalisAssemblageE.rda
3.4,TriTrypDB-28_LaethiopicaL147,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LaethiopicaL147/gff/data/TriTrypDB-28_LaethiopicaL147.gff,28,Leishmania aethiopica L147,1206056,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania aethiopica L147,TriTrypDB 28 transcript information for Leishmania aethiopica L147,GRanges,GRanges,TriTrypDB-28_LaethiopicaL147.rda
3.4,TriTrypDB-28_LbraziliensisMHOMBR75M2903,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LbraziliensisMHOMBR75M2903/gff/data/TriTrypDB-28_LbraziliensisMHOMBR75M2903.gff,28,Leishmania braziliensis MHOM/BR/75/M2903,1295825,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania braziliensis MHOM/BR/75/M2903,TriTrypDB 28 transcript information for Leishmania braziliensis MHOM/BR/75/M2903,GRanges,GRanges,TriTrypDB-28_LbraziliensisMHOMBR75M2903.rda
3.4,TriTrypDB-28_LbraziliensisMHOMBR75M2904,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LbraziliensisMHOMBR75M2904/gff/data/TriTrypDB-28_LbraziliensisMHOMBR75M2904.gff,28,Leishmania braziliensis MHOM/BR/75/M2904,420245,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania braziliensis MHOM/BR/75/M2904,TriTrypDB 28 transcript information for Leishmania braziliensis MHOM/BR/75/M2904,GRanges,GRanges,TriTrypDB-28_LbraziliensisMHOMBR75M2904.rda
3.4,TriTrypDB-28_LdonovaniBPK282A1,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LdonovaniBPK282A1/gff/data/TriTrypDB-28_LdonovaniBPK282A1.gff,28,Leishmania donovani BPK282A1,981087,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania donovani BPK282A1,TriTrypDB 28 transcript information for Leishmania donovani BPK282A1,GRanges,GRanges,TriTrypDB-28_LdonovaniBPK282A1.rda
3.4,TriTrypDB-28_LinfantumJPCM5,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LinfantumJPCM5/gff/data/TriTrypDB-28_LinfantumJPCM5.gff,28,Leishmania infantum JPCM5,435258,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania infantum JPCM5,TriTrypDB 28 transcript information for Leishmania infantum JPCM5,GRanges,GRanges,TriTrypDB-28_LinfantumJPCM5.rda
3.4,TriTrypDB-28_LmajorFriedlin,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LmajorFriedlin/gff/data/TriTrypDB-28_LmajorFriedlin.gff,28,Leishmania major strain Friedlin,347515,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania major strain Friedlin,TriTrypDB 28 transcript information for Leishmania major strain Friedlin,GRanges,GRanges,TriTrypDB-28_LmajorFriedlin.rda
3.4,TriTrypDB-28_LmajorLV39c5,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LmajorLV39c5/gff/data/TriTrypDB-28_LmajorLV39c5.gff,28,Leishmania major strain LV39c5,860569,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania major strain LV39c5,TriTrypDB 28 transcript information for Leishmania major strain LV39c5,GRanges,GRanges,TriTrypDB-28_LmajorLV39c5.rda
3.4,TriTrypDB-28_LmajorSD75.1,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LmajorSD75.1/gff/data/TriTrypDB-28_LmajorSD75.1.gff,28,Leishmania major strain SD 75.1,860570,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania major strain SD 75.1,TriTrypDB 28 transcript information for Leishmania major strain SD 75.1,GRanges,GRanges,TriTrypDB-28_LmajorSD75.1.rda
3.4,TriTrypDB-28_LmexicanaMHOMGT2001U1103,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LmexicanaMHOMGT2001U1103/gff/data/TriTrypDB-28_LmexicanaMHOMGT2001U1103.gff,28,Leishmania mexicana MHOM/GT/2001/U1103,929439,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania mexicana MHOM/GT/2001/U1103,TriTrypDB 28 transcript information for Leishmania mexicana MHOM/GT/2001/U1103,GRanges,GRanges,TriTrypDB-28_LmexicanaMHOMGT2001U1103.rda
3.4,TriTrypDB-28_LpanamensisMHOMCOL81L13,GFF,http://TriTrypDB.org/common/downloads/Current_Release/LpanamensisMHOMCOL81L13/gff/data/TriTrypDB-28_LpanamensisMHOMCOL81L13.gff,28,Leishmania panamensis MHOM/COL/81/L13,1295824,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Leishmania panamensis MHOM/COL/81/L13,TriTrypDB 28 transcript information for Leishmania panamensis MHOM/COL/81/L13,GRanges,GRanges,TriTrypDB-28_LpanamensisMHOMCOL81L13.rda
