BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
3.9,FungiDB-42_CposadasiiCPA0066,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiCPA0066/gff/data/FungiDB-42_CposadasiiCPA0066.gff,42,Coccidioides posadasii CPA 0066,490069,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coccidioides posadasii CPA 0066,FungiDB 42 annotations for Coccidioides posadasii CPA 0066,OrgDb,SQLiteFile,org.Coccidioides_posadasii_CPA_0066.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coccidioides_posadasii_CPA_0066.fungi.db.sqlite
3.9,FungiDB-42_CposadasiiRMSCC1037,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC1037/gff/data/FungiDB-42_CposadasiiRMSCC1037.gff,42,Coccidioides posadasii RMSCC 1037,490065,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coccidioides posadasii RMSCC 1037,FungiDB 42 annotations for Coccidioides posadasii RMSCC 1037,OrgDb,SQLiteFile,org.Coccidioides_posadasii_RMSCC_1037.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coccidioides_posadasii_RMSCC_1037.fungi.db.sqlite
3.9,FungiDB-42_CposadasiiRMSCC1038,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC1038/gff/data/FungiDB-42_CposadasiiRMSCC1038.gff,42,Coccidioides posadasii RMSCC 1038,490066,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coccidioides posadasii RMSCC 1038,FungiDB 42 annotations for Coccidioides posadasii RMSCC 1038,OrgDb,SQLiteFile,org.Coccidioides_posadasii_RMSCC_1038.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coccidioides_posadasii_RMSCC_1038.fungi.db.sqlite
3.9,FungiDB-42_CposadasiiRMSCC2133,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC2133/gff/data/FungiDB-42_CposadasiiRMSCC2133.gff,42,Coccidioides posadasii RMSCC 2133,469470,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coccidioides posadasii RMSCC 2133,FungiDB 42 annotations for Coccidioides posadasii RMSCC 2133,OrgDb,SQLiteFile,org.Coccidioides_posadasii_RMSCC_2133.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coccidioides_posadasii_RMSCC_2133.fungi.db.sqlite
3.9,FungiDB-42_CposadasiiRMSCC3488,10016,9897,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC3488/gff/data/FungiDB-42_CposadasiiRMSCC3488.gff,42,Coccidioides posadasii RMSCC 3488,454284,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coccidioides posadasii RMSCC 3488,FungiDB 42 annotations for Coccidioides posadasii RMSCC 3488,OrgDb,SQLiteFile,org.Coccidioides_posadasii_RMSCC_3488.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coccidioides_posadasii_RMSCC_3488.fungi.db.sqlite
3.9,FungiDB-42_CposadasiiRMSCC3700,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC3700/gff/data/FungiDB-42_CposadasiiRMSCC3700.gff,42,Coccidioides posadasii RMSCC 3700,469471,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coccidioides posadasii RMSCC 3700,FungiDB 42 annotations for Coccidioides posadasii RMSCC 3700,OrgDb,SQLiteFile,org.Coccidioides_posadasii_RMSCC_3700.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coccidioides_posadasii_RMSCC_3700.fungi.db.sqlite
3.9,FungiDB-42_CposadasiiSilveira,10379,9376,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiSilveira/gff/data/FungiDB-42_CposadasiiSilveira.gff,42,Coccidioides posadasii str. Silveira,443226,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coccidioides posadasii str. Silveira,FungiDB 42 annotations for Coccidioides posadasii str. Silveira,OrgDb,SQLiteFile,org.Coccidioides_posadasii_str_Silveira.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coccidioides_posadasii_str_Silveira.fungi.db.sqlite
3.9,FungiDB-42_Ccinereaokay7-130,13657,11192,GFF,http://FungiDB.org/common/downloads/release-42/Ccinereaokay7-130/gff/data/FungiDB-42_Ccinereaokay7-130.gff,42,Coprinopsis cinerea okayama7#130,240176,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Coprinopsis cinerea okayama7#130,FungiDB 42 annotations for Coprinopsis cinerea okayama7#130,OrgDb,SQLiteFile,org.Coprinopsis_cinerea_okayama7#130.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Coprinopsis_cinerea_okayama7#130.fungi.db.sqlite
3.9,FungiDB-42_CdeuterogattiiR265,6637,6392,GFF,http://FungiDB.org/common/downloads/release-42/CdeuterogattiiR265/gff/data/FungiDB-42_CdeuterogattiiR265.gff,42,Cryptococcus deuterogattii R265,294750,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus deuterogattii R265,FungiDB 42 annotations for Cryptococcus deuterogattii R265,OrgDb,SQLiteFile,org.Cryptococcus_deuterogattii_R265.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_deuterogattii_R265.fungi.db.sqlite
3.9,FungiDB-42_CgattiiCA1873,6782,6468,GFF,http://FungiDB.org/common/downloads/release-42/CgattiiCA1873/gff/data/FungiDB-42_CgattiiCA1873.gff,42,Cryptococcus gattii CA1873,1296111,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus gattii CA1873,FungiDB 42 annotations for Cryptococcus gattii CA1873,OrgDb,SQLiteFile,org.Cryptococcus_gattii_CA1873.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_gattii_CA1873.fungi.db.sqlite
3.9,FungiDB-42_CgattiiEJB2,6908,6716,GFF,http://FungiDB.org/common/downloads/release-42/CgattiiEJB2/gff/data/FungiDB-42_CgattiiEJB2.gff,42,Cryptococcus gattii EJB2,1296103,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus gattii EJB2,FungiDB 42 annotations for Cryptococcus gattii EJB2,OrgDb,SQLiteFile,org.Cryptococcus_gattii_EJB2.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_gattii_EJB2.fungi.db.sqlite
3.9,FungiDB-42_CgattiiNT10,6987,6724,GFF,http://FungiDB.org/common/downloads/release-42/CgattiiNT10/gff/data/FungiDB-42_CgattiiNT10.gff,42,Cryptococcus gattii NT-10,1296108,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus gattii NT-10,FungiDB 42 annotations for Cryptococcus gattii NT-10,OrgDb,SQLiteFile,org.Cryptococcus_gattii_NT-10.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_gattii_NT-10.fungi.db.sqlite
3.9,FungiDB-42_CgattiiIND107,6843,6526,GFF,http://FungiDB.org/common/downloads/release-42/CgattiiIND107/gff/data/FungiDB-42_CgattiiIND107.gff,42,Cryptococcus gattii VGIV IND107,1296105,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus gattii VGIV IND107,FungiDB 42 annotations for Cryptococcus gattii VGIV IND107,OrgDb,SQLiteFile,org.Cryptococcus_gattii_VGIV_IND107.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_gattii_VGIV_IND107.fungi.db.sqlite
3.9,FungiDB-42_CgattiiWM276,6724,6568,GFF,http://FungiDB.org/common/downloads/release-42/CgattiiWM276/gff/data/FungiDB-42_CgattiiWM276.gff,42,Cryptococcus gattii WM276,367775,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus gattii WM276,FungiDB 42 annotations for Cryptococcus gattii WM276,OrgDb,SQLiteFile,org.Cryptococcus_gattii_WM276.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_gattii_WM276.fungi.db.sqlite
3.9,FungiDB-42_CneoformansH99,8338,6974,GFF,http://FungiDB.org/common/downloads/release-42/CneoformansH99/gff/data/FungiDB-42_CneoformansH99.gff,42,Cryptococcus neoformans var. grubii H99,235443,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus neoformans var. grubii H99,FungiDB 42 annotations for Cryptococcus neoformans var. grubii H99,OrgDb,SQLiteFile,org.Cryptococcus_neoformans_var_grubii_H99.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_neoformans_var_grubii_H99.fungi.db.sqlite
3.9,FungiDB-42_CneoformansKN99,7134,6966,GFF,http://FungiDB.org/common/downloads/release-42/CneoformansKN99/gff/data/FungiDB-42_CneoformansKN99.gff,42,Cryptococcus neoformans var. grubii KN99,NA,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus neoformans var. grubii KN99,FungiDB 42 annotations for Cryptococcus neoformans var. grubii KN99,OrgDb,SQLiteFile,org.Cryptococcus_neoformans_var_grubii_KN99.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_neoformans_var_grubii_KN99.fungi.db.sqlite
3.9,FungiDB-42_CneoformansB-3501A,6608,6475,GFF,http://FungiDB.org/common/downloads/release-42/CneoformansB-3501A/gff/data/FungiDB-42_CneoformansB-3501A.gff,42,Cryptococcus neoformans var. neoformans B-3501A,283643,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus neoformans var. neoformans B-3501A,FungiDB 42 annotations for Cryptococcus neoformans var. neoformans B-3501A,OrgDb,SQLiteFile,org.Cryptococcus_neoformans_var_neoformans_B-3501A.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_neoformans_var_neoformans_B-3501A.fungi.db.sqlite
3.9,FungiDB-42_CneoformansJEC21,7004,6706,GFF,http://FungiDB.org/common/downloads/release-42/CneoformansJEC21/gff/data/FungiDB-42_CneoformansJEC21.gff,42,Cryptococcus neoformans var. neoformans JEC21,214684,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Cryptococcus neoformans var. neoformans JEC21,FungiDB 42 annotations for Cryptococcus neoformans var. neoformans JEC21,OrgDb,SQLiteFile,org.Cryptococcus_neoformans_var_neoformans_JEC21.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptococcus_neoformans_var_neoformans_JEC21.fungi.db.sqlite
3.9,FungiDB-42_FfujikuroiIMI58289,15099,14623,GFF,http://FungiDB.org/common/downloads/release-42/FfujikuroiIMI58289/gff/data/FungiDB-42_FfujikuroiIMI58289.gff,42,Fusarium fujikuroi IMI 58289,1279085,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium fujikuroi IMI 58289,FungiDB 42 annotations for Fusarium fujikuroi IMI 58289,OrgDb,SQLiteFile,org.Fusarium_fujikuroi_IMI_58289.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_fujikuroi_IMI_58289.fungi.db.sqlite
3.9,FungiDB-42_FgraminearumPH-1,14477,13280,GFF,http://FungiDB.org/common/downloads/release-42/FgraminearumPH-1/gff/data/FungiDB-42_FgraminearumPH-1.gff,42,Fusarium graminearum PH-1,229533,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium graminearum PH-1,FungiDB 42 annotations for Fusarium graminearum PH-1,OrgDb,SQLiteFile,org.Fusarium_graminearum_PH-1.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_graminearum_PH-1.fungi.db.sqlite
3.9,FungiDB-42_FoxysporumFOSC3a,17642,16916,GFF,http://FungiDB.org/common/downloads/release-42/FoxysporumFOSC3a/gff/data/FungiDB-42_FoxysporumFOSC3a.gff,42,Fusarium oxysporum FOSC 3-a,909455,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium oxysporum FOSC 3-a,FungiDB 42 annotations for Fusarium oxysporum FOSC 3-a,OrgDb,SQLiteFile,org.Fusarium_oxysporum_FOSC_3-a.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_oxysporum_FOSC_3-a.fungi.db.sqlite
3.9,FungiDB-42_FoxysporumFo47,18556,17767,GFF,http://FungiDB.org/common/downloads/release-42/FoxysporumFo47/gff/data/FungiDB-42_FoxysporumFo47.gff,42,Fusarium oxysporum Fo47,660027,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium oxysporum Fo47,FungiDB 42 annotations for Fusarium oxysporum Fo47,OrgDb,SQLiteFile,org.Fusarium_oxysporum_Fo47.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_oxysporum_Fo47.fungi.db.sqlite
3.9,FungiDB-42_Foxysporumrace1,15916,15424,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporumrace1/gff/data/FungiDB-42_Foxysporumrace1.gff,42,Fusarium oxysporum f. sp. cubense race 1,1229664,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium oxysporum f. sp. cubense race 1,FungiDB 42 annotations for Fusarium oxysporum f. sp. cubense race 1,OrgDb,SQLiteFile,org.Fusarium_oxysporum_f_sp_cubense_race_1.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_oxysporum_f_sp_cubense_race_1.fungi.db.sqlite
3.9,FungiDB-42_Foxysporumrace4,14962,14469,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporumrace4/gff/data/FungiDB-42_Foxysporumrace4.gff,42,Fusarium oxysporum f. sp. cubense race 4,1229665,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium oxysporum f. sp. cubense race 4,FungiDB 42 annotations for Fusarium oxysporum f. sp. cubense race 4,OrgDb,SQLiteFile,org.Fusarium_oxysporum_f_sp_cubense_race_4.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_oxysporum_f_sp_cubense_race_4.fungi.db.sqlite
3.9,FungiDB-42_Foxysporum54006,16975,16246,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporum54006/gff/data/FungiDB-42_Foxysporum54006.gff,42,Fusarium oxysporum f. sp. cubense tropical race 4 54006,1089451,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium oxysporum f. sp. cubense tropical race 4 54006,FungiDB 42 annotations for Fusarium oxysporum f. sp. cubense tropical race 4 54006,OrgDb,SQLiteFile,org.Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006.fungi.db.sqlite
3.9,FungiDB-42_Foxysporum4287,21354,20426,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporum4287/gff/data/FungiDB-42_Foxysporum4287.gff,42,Fusarium oxysporum f. sp. lycopersici 4287,426428,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium oxysporum f. sp. lycopersici 4287,FungiDB 42 annotations for Fusarium oxysporum f. sp. lycopersici 4287,OrgDb,SQLiteFile,org.Fusarium_oxysporum_f_sp_lycopersici_4287.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_oxysporum_f_sp_lycopersici_4287.fungi.db.sqlite
3.9,FungiDB-42_Foxysporum26406,20033,19147,GFF,http://FungiDB.org/common/downloads/release-42/Foxysporum26406/gff/data/FungiDB-42_Foxysporum26406.gff,42,Fusarium oxysporum f. sp. melonis 26406,1089452,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium oxysporum f. sp. melonis 26406,FungiDB 42 annotations for Fusarium oxysporum f. sp. melonis 26406,OrgDb,SQLiteFile,org.Fusarium_oxysporum_f_sp_melonis_26406.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_oxysporum_f_sp_melonis_26406.fungi.db.sqlite
3.9,FungiDB-42_FproliferatumET1,16509,15805,GFF,http://FungiDB.org/common/downloads/release-42/FproliferatumET1/gff/data/FungiDB-42_FproliferatumET1.gff,42,Fusarium proliferatum ET1,1227346,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium proliferatum ET1,FungiDB 42 annotations for Fusarium proliferatum ET1,OrgDb,SQLiteFile,org.Fusarium_proliferatum_ET1.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_proliferatum_ET1.fungi.db.sqlite
3.9,FungiDB-42_FproliferatumNRRL62905,15602,15112,GFF,http://FungiDB.org/common/downloads/release-42/FproliferatumNRRL62905/gff/data/FungiDB-42_FproliferatumNRRL62905.gff,42,Fusarium proliferatum strain NRRL62905,NA,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium proliferatum strain NRRL62905,FungiDB 42 annotations for Fusarium proliferatum strain NRRL62905,OrgDb,SQLiteFile,org.Fusarium_proliferatum_strain_NRRL62905.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_proliferatum_strain_NRRL62905.fungi.db.sqlite
3.9,FungiDB-42_Fverticillioides7600,16240,14951,GFF,http://FungiDB.org/common/downloads/release-42/Fverticillioides7600/gff/data/FungiDB-42_Fverticillioides7600.gff,42,Fusarium verticillioides 7600,334819,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Fusarium verticillioides 7600,FungiDB 42 annotations for Fusarium verticillioides 7600,OrgDb,SQLiteFile,org.Fusarium_verticillioides_7600.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Fusarium_verticillioides_7600.fungi.db.sqlite
3.9,FungiDB-42_HcapsulatumG186AR,9364,8367,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumG186AR/gff/data/FungiDB-42_HcapsulatumG186AR.gff,42,Histoplasma capsulatum G186AR,447093,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Histoplasma capsulatum G186AR,FungiDB 42 annotations for Histoplasma capsulatum G186AR,OrgDb,SQLiteFile,org.Histoplasma_capsulatum_G186AR.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Histoplasma_capsulatum_G186AR.fungi.db.sqlite
3.9,FungiDB-42_HcapsulatumG217B,11334,9464,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumG217B/gff/data/FungiDB-42_HcapsulatumG217B.gff,42,Histoplasma capsulatum G217B,447094,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Histoplasma capsulatum G217B,FungiDB 42 annotations for Histoplasma capsulatum G217B,OrgDb,SQLiteFile,org.Histoplasma_capsulatum_G217B.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Histoplasma_capsulatum_G217B.fungi.db.sqlite
3.9,FungiDB-42_HcapsulatumH143,9796,9018,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumH143/gff/data/FungiDB-42_HcapsulatumH143.gff,42,Histoplasma capsulatum H143,544712,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Histoplasma capsulatum H143,FungiDB 42 annotations for Histoplasma capsulatum H143,OrgDb,SQLiteFile,org.Histoplasma_capsulatum_H143.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Histoplasma_capsulatum_H143.fungi.db.sqlite
3.9,FungiDB-42_HcapsulatumH88,9666,8982,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumH88/gff/data/FungiDB-42_HcapsulatumH88.gff,42,Histoplasma capsulatum H88,544711,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Histoplasma capsulatum H88,FungiDB 42 annotations for Histoplasma capsulatum H88,OrgDb,SQLiteFile,org.Histoplasma_capsulatum_H88.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Histoplasma_capsulatum_H88.fungi.db.sqlite
3.9,FungiDB-42_HcapsulatumNAm1,9402,8593,GFF,http://FungiDB.org/common/downloads/release-42/HcapsulatumNAm1/gff/data/FungiDB-42_HcapsulatumNAm1.gff,42,Histoplasma capsulatum NAm1,339724,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Histoplasma capsulatum NAm1,FungiDB 42 annotations for Histoplasma capsulatum NAm1,OrgDb,SQLiteFile,org.Histoplasma_capsulatum_NAm1.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Histoplasma_capsulatum_NAm1.fungi.db.sqlite
3.9,FungiDB-42_HarabidopsidisEmoy2,14267,11065,GFF,http://FungiDB.org/common/downloads/release-42/HarabidopsidisEmoy2/gff/data/FungiDB-42_HarabidopsidisEmoy2.gff,42,Hyaloperonospora arabidopsidis Emoy2,559515,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Hyaloperonospora arabidopsidis Emoy2,FungiDB 42 annotations for Hyaloperonospora arabidopsidis Emoy2,OrgDb,SQLiteFile,org.Hyaloperonospora_arabidopsidis_Emoy2.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Hyaloperonospora_arabidopsidis_Emoy2.fungi.db.sqlite
3.9,FungiDB-42_KbestiolaeCBS10118,9270,8088,GFF,http://FungiDB.org/common/downloads/release-42/KbestiolaeCBS10118/gff/data/FungiDB-42_KbestiolaeCBS10118.gff,42,Kwoniella bestiolae CBS 10118,1296100,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Kwoniella bestiolae CBS 10118,FungiDB 42 annotations for Kwoniella bestiolae CBS 10118,OrgDb,SQLiteFile,org.Kwoniella_bestiolae_CBS_10118.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Kwoniella_bestiolae_CBS_10118.fungi.db.sqlite
3.9,FungiDB-42_KdejecticolaCBS10117,8724,7821,GFF,http://FungiDB.org/common/downloads/release-42/KdejecticolaCBS10117/gff/data/FungiDB-42_KdejecticolaCBS10117.gff,42,Kwoniella dejecticola CBS 10117,1296121,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Kwoniella dejecticola CBS 10117,FungiDB 42 annotations for Kwoniella dejecticola CBS 10117,OrgDb,SQLiteFile,org.Kwoniella_dejecticola_CBS_10117.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Kwoniella_dejecticola_CBS_10117.fungi.db.sqlite
3.9,FungiDB-42_LprolificansJHH5317,8978,8441,GFF,http://FungiDB.org/common/downloads/release-42/LprolificansJHH5317/gff/data/FungiDB-42_LprolificansJHH5317.gff,42,Lomentospora prolificans JHH-5317,NA,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Lomentospora prolificans JHH-5317,FungiDB 42 annotations for Lomentospora prolificans JHH-5317,OrgDb,SQLiteFile,org.Lomentospora_prolificans_JHH-5317.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Lomentospora_prolificans_JHH-5317.fungi.db.sqlite
3.9,FungiDB-42_Moryzae70-15,13184,11652,GFF,http://FungiDB.org/common/downloads/release-42/Moryzae70-15/gff/data/FungiDB-42_Moryzae70-15.gff,42,Magnaporthe oryzae 70-15,242507,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Magnaporthe oryzae 70-15,FungiDB 42 annotations for Magnaporthe oryzae 70-15,OrgDb,SQLiteFile,org.Magnaporthe_oryzae_70-15.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Magnaporthe_oryzae_70-15.fungi.db.sqlite
